epoch,acc,loss,val_acc,val_loss
63,0.6768260823758095,0.8739773204132384,0.6394538834844667,0.9915059712744251
64,0.6766867532870949,0.8732913607211317,0.6375034789449161,0.990713957658748
65,0.6727855376549668,0.8786423133829635,0.6398718263377848,0.9832100868225098
66,0.6742833257967196,0.8793613095863008,0.6395931990490746,0.9874160510977519
67,0.6733776864231831,0.8757294900132727,0.6379214227199554,0.9935396458070302
68,0.6773833989258274,0.8701609308897604,0.6362496479270384,0.9869090432358771
69,0.6751541328752396,0.8739533962934858,0.6404290816833064,0.9919606975673401
70,0.6788811870675803,0.8651958218254994,0.642100858319666,0.984366657807655
71,0.6779755477501003,0.8668960479094843,0.6425188013266042,0.9831859008553102
72,0.6790901807567087,0.8701092195492593,0.6418222294947535,0.9834029508620193
73,0.6779058831496865,0.8626172743960107,0.6407077129661423,0.9839937508720713
74,0.6777317217784125,0.8656195395999935,0.6416829153127277,0.9843653403606611
75,0.6806924657606731,0.8650536973974939,0.6419615458274625,0.9844312308375368
76,0.680587968942061,0.8588727257618722,0.6411256573556625,0.9832100640867174
77,0.6763732627585929,0.867160135069305,0.6411256561267007,0.9838530031061664
78,0.6784631997266946,0.8641935924970642,0.640847027762649,0.9830588747545616
79,0.6786721933659949,0.8641107167136794,0.6419615445985007,0.9833884693912625
80,0.6787766901991402,0.8644390752490833,0.6422401732697929,0.9830423851603085
81,0.6809711240564437,0.8608437891169906,0.6419615445985007,0.9835777427117849
82,0.6794733358503298,0.8684087450229667,0.6421008584732862,0.9824505543585905
83,0.6811452854837742,0.8672442156953196,0.6418222285730323,0.9825289756366887
84,0.678184541430924,0.8689352786587906,0.6416829153127277,0.9830097202787694
85,0.6811452854194131,0.8629914381365454,0.640847027762649,0.9834050145960346
86,0.680727298037004,0.8635352277872833,0.6418222288802727,0.9828190757441766
87,0.680030652392043,0.863213947584248,0.6409863419446749,0.9828156619956813
88,0.6804138074794356,0.8663790856846415,0.641682914851867,0.9829485232068091
89,0.6801699815513472,0.8646323973450974,0.640847027762649,0.9831198063707843
90,0.6763384304469671,0.8625759263285948,0.6411256564339411,0.9828664605150518
91,0.6798564909667887,0.8641850992306932,0.6408470274554086,0.9833357076054996
92,0.6761991013312623,0.8674143510530177,0.6412649712304479,0.9832984473287445
