epoch,acc,loss,val_acc,val_loss
0,0.32515935768855725,1.7795282412174913,0.41278907810289833,1.6231962276488234
1,0.4323382911531316,1.5246404533563287,0.47102256841266277,1.456458958768353
2,0.4737887073667276,1.4211242847787438,0.4818891039521424,1.4300974195765466
3,0.49952976418129474,1.3462485214722908,0.42003343684464384,1.6257200787976844
4,0.5101884426382659,1.3096216589003762,0.5182502076183397,1.32092061577384
5,0.5285798878026792,1.2630198907609678,0.5114237925748235,1.3095148442332278
6,0.5335260719562291,1.2402114561016089,0.4384229612565532,1.538245926812752
7,0.5443240795496668,1.2165903989297644,0.5526609052087843,1.2187011862538524
8,0.5528928210561836,1.1950624372905239,0.5334354937076569,1.2706653730770976
9,0.5605907555163611,1.1751211250400115,0.5493173559301907,1.207843030236431
10,0.5692988261769918,1.1577501637695882,0.5519643333769336,1.2376670760592234
11,0.5724337315928114,1.1442124002376541,0.579130672456063,1.1414253333794702
12,0.5758821275724281,1.1319736198902446,0.5704931704346666,1.1478274787209697
13,0.5792260266919093,1.125588645547729,0.5731401474205489,1.1539580560836595
14,0.5839283848042199,1.1075761604510055,0.5730008335457635,1.1552693760886634
15,0.587132954791387,1.099185870941864,0.5809417628135878,1.121295308022155
16,0.5892228917449556,1.0956002620283913,0.5723042601777106,1.1392752730969302
17,0.5941342435858418,1.0830551366612697,0.5716076843517343,1.1580123443578936
18,0.5991500922681778,1.0768481943316583,0.5894399514210593,1.1270855600686418
19,0.600996203306115,1.0702181166418958,0.5337141260658342,1.25221616459876
20,0.6012400292279748,1.0657506628284643,0.595151848399762,1.0827372679390859
21,0.6070570204507022,1.0558220335356705,0.5724435752814578,1.1380786020116709
22,0.6061165488215964,1.0576111695423382,0.574811921598985,1.131141024152028
23,0.6085548085862265,1.0447736089682769,0.5958484213069543,1.0784580762853329
24,0.6077884983636895,1.0461897512659675,0.5678461940632653,1.1528316554949456
25,0.6164617367272276,1.0357838639720047,0.5998885439536006,1.0705115484822656
26,0.6152774391202054,1.034181388510968,0.5626915548880076,1.1923101055867893
27,0.6184123445650914,1.027269928161949,0.5866536596386703,1.116950358004914
28,0.6202236232789459,1.0209851786195807,0.6016996346183658,1.0905361750076727
29,0.6195966421866468,1.0181861835058557,0.5640847008560121,1.158131890075723
30,0.6222090633287795,1.012944464731866,0.6107550799539408,1.0705746105036784
31,0.6248214845622635,1.008854447236118,0.6101978223041161,1.0636786477467448
32,0.6276428994225909,1.004231508610129,0.6010030601749715,1.0812559428903246
33,0.6254136333740793,1.0043291958498106,0.5993312846139535,1.0903338783795071
34,0.6274339057127009,0.9972542171970904,0.605879073444101,1.0445416250179724
35,0.63391271032482,0.9914750271325342,0.6054611264430371,1.0629710192532884
36,0.6304991466070011,0.9912408904814373,0.6014210039500109,1.0866323021269335
37,0.6338778780422605,0.986198970514877,0.598077455132278,1.0923961695936537
38,0.6361071441136099,0.9845233179400211,0.5938980186108461,1.1123662071744191
39,0.6389285589656327,0.976071314860455,0.6026748383475333,1.0946144449342157
40,0.6366644606200283,0.9748134821567205,0.595709106203207,1.10461010945212
41,0.6361071440990768,0.9766674928997514,0.5977988272290868,1.0888680281098355
42,0.6554390608988244,0.9312676883772784,0.629980490533347,1.0016374588012695
43,0.6608032324192122,0.9180659293721489,0.6295625482945099,0.9959805703040251
44,0.6625796788442786,0.9092042331864307,0.6331847248618135,0.989634789142412
45,0.6668292173435248,0.9052650681641198,0.6327667826229764,0.9882104731712145
46,0.6662719007602883,0.9042268232735535,0.6344385577231338,0.9917518730016098
47,0.6665505590269926,0.8984849137561299,0.6313736361941111,0.993895782637842
48,0.6659932425620975,0.8972477503607501,0.6319308958409988,0.9936575394930299
49,0.6680135149090237,0.8985128616970275,0.6344385561869317,0.991738819584404
50,0.6673168692785959,0.8921949142298399,0.6386179962416285,0.9848381194871726
51,0.666759552716121,0.8941874771520276,0.6349958162946799,0.9913558456086621
52,0.6676303598008695,0.8926122004370682,0.6382000526202094,0.9857874368269419
53,0.672472047055875,0.8926781893042238,0.6368069057304835,0.985770795455913
54,0.6686753283129486,0.8936591803344499,0.6414042851052333,0.9842389450245297
55,0.6728552022346189,0.8865200310292557,0.6434940035195694,0.9850174591098864
56,0.6734821832999278,0.8835159752194446,0.6398718252624434,0.9885520990361872
57,0.6719843951291087,0.8855090275063751,0.6404290850629512,0.9859929416597504
58,0.6711135881066451,0.8857412224524471,0.638339366648615,0.981433724926919
59,0.6698596258992091,0.8811739238145861,0.6394538833308465,0.982393193183486
60,0.6721933888099324,0.8832188993417306,0.6383393668022352,0.9860615407683185
61,0.6720192273826019,0.8816269050218655,0.6412649735347512,0.9839482344302934
62,0.6716709045653118,0.8817745613625789,0.6422401731161728,0.9794438195597265
